"voteshare","margin"
0.35001436,-0.19777915
0.35585698,-0.26237103
0.50302517,-0.288286
0.5624131,0.0060503185
0.76397735,0.64174283
0.77596432,0.54378569
0.79741889,0.55192864
0.41426095,-0.044103712
0.40329775,-0.15201235
0.41137508,-0.18325797
0.42391542,-0.17724982
0.47994307,0.039729297
0.31334883,-0.31269205
0.34065893,-0.37330234
0.34696656,-0.29713115
0.48275486,0.055277318
0.3308585,-0.23642081
0.53765529,0.068529636
0.62696475,0.23009408
0.6469416,0.2539295
0.76950073,0.2938832
0.66065407,0.43656346
0.74737066,0.32130814
0.69215083,0.49474129
0.74445885,0.52553147
0.54013878,0.48891771
0.54013878,0.083135322
0.74743932,0.49859878
0.76315212,0.49487865
0.79426879,0.52630424
0.87505424,0.63038993
0.81157666,0.75010848
0.56962425,0.086963058
0.62323594,0.22494173
0.6628291,0.24647188
0.72259378,0.3256582
0.59922636,0.6048646
0.70021784,0.19845271
0.6821875,0.40043566
0.74345911,0.48014522
0.54013878,0.48691818
0.54013878,0.083135322
0.9839381,0.82734513
0.93713361,0.9678762
0.92095578,0.87426722
0.87992227,0.71756053
0.86527061,0.75984454
0.49656466,-0.040620446
0.59944737,0.1072112
0.63535726,0.19889477
0.69659936,0.27071455
0.56640267,0.44036922
0.6129787,0.13280532
0.56362456,0.22595739
0.73537481,0.50711513
0.54013878,0.47074962
0.54013878,0.083135322
0.61779857,0.28159106
0.63212419,0.23559716
0.60015088,0.26424834
0.68896079,0.25348353
0.59349811,0.37792161
0.57475668,0.15788722
0.69121289,0.31462681
0.72552836,0.38242579
0.78408378,0.45105669
0.51883537,0.28253821
0.59306288,0.037670732
0.59414721,0.19608736
0.67519456,0.41951442
0.54013878,0.35038912
0.54013878,0.083135322
0.60404366,0.13580564
0.69803995,0.21717605
0.55900079,0.40314803
0.64223731,0.28340086
0.6382401,0.28447464
0.5548839,0.01454398
0.53341675,0.10052422
0.55254924,0.066833496
0.60958201,0.10509849
0.59136379,0.30420348
0.69077462,0.18272761
0.66884768,0.38154924
0.40451089,-0.19193447
0.54013878,-0.19097826
0.54013878,0.083135322
0.34259725,-0.33866096
0.21791847,-0.31480551
0.57112759,-0.56416309
0.39717513,1
0,-0.20564973
0.49711803,-0.13933945
0.48463234,-0.011850387
0.55403596,-0.030735344
0.59580606,0.10807189
0.56142437,0.24101171
0.51430553,0.12284875
0.65030777,0.039055735
0.7382623,0.50567967
0.54013878,0.48354676
0.54013878,0.083135322
0.69114083,-1
0.63138121,0.38228166
0.57012576,0.27022046
0.58554155,0.13498452
0.61001909,0.1785807
0.3732546,-0.23578486
0.38091385,-0.21756589
0.40796903,-0.23817229
0.47044694,-0.18406191
0.36772877,-0.022982597
0.42654592,-0.26454246
0.40791082,-0.13856244
0.54116225,0.11575219
0.54013878,0.082324535
0.54013878,0.083135322
0.38712674,0.001657933
0.32184505,-0.22574651
0.65286136,-0.35630989
0.32383946,-0.39343724
0.2819525,-0.34547737
0.41840044,-0.18410763
0.44067401,-0.024840117
0.45712772,-0.11865199
0.43903205,-0.08574459
0.40450627,-0.021813184
0.37090051,-0.19098747
0.3970283,-0.20861769
0.49495578,-0.15309468
0.54013878,0.0069189966
0.54013878,0.083135322
0.55034089,0.017854571
0.56813967,0.10068175
0.56633246,0.15297073
0.35286111,-0.39443931
0.32607889,-0.23813796
0.32781202,-0.34154379
0.31609347,-0.2530416
0.38072366,-0.36781302
0.33402383,-0.23855269
0.37378237,-0.15370691
0.35427046,-0.25243524
0.40847999,-0.2749024
0,-0.13032702
0.54013878,-1
0.54013878,0.083135322
0,-0.33085749
0,-1
0,-1
0.26276881,1
0,-0.47446239
0.51513064,0.17021003
0.44204774,-0.0099551976
0.50434035,-0.11590448
0.45224693,0.0086806715
0.33230478,-0.015761107
0.32791919,-0.33539045
0.32816193,-0.33848286
0.37435734,-0.2989291
0.54013878,-0.25128531
0.54013878,0.083135322
0.25336951,-0.5422442
0.26756763,-0.49326098
0,-0.46486473
0.36225343,-0.34612429
0.48406953,-0.23563546
0.54369354,0.036481023
0.5305261,0.01864633
0.61700433,0.061052173
0.6709162,0.23400867
0.67235261,0.5487107
0.69962138,0.34470525
0.96627653,0.41457215
0.70964807,0.49082696
0.54013878,0.41929612
0.54013878,0.083135322
0.70610589,0.1714437
1,0.41221181
1,1
0.68006384,0.33061901
0.66838777,0.36012769
0.43184415,-0.21118167
0.43549585,-0.10964012
0.45117521,-0.12900829
0.47647589,-0.097649574
0.33066115,-0.17133951
0.31517157,-0.33867773
0.33406445,-0.35945746
0.67684388,0.16129914
0.54013878,0.35368773
0.54013878,0.083135322
0.6742115,0.39558032
1,0.348423
0.61737049,1
0.69997138,0.37829587
0.68494964,0.39994273
0.49825847,0.039245427
0.33262393,-0.28674832
0.37115636,-0.33475217
0.38230821,-0.25768724
0.27515396,-0.18155542
0.36797288,-0.4496921
0.39333409,-0.25203148
0.36594063,-0.2496686
0.54013878,-0.26811874
0.54013878,0.083135322
0.41480806,-0.12229371
0.33429128,-0.1703839
0.39696655,-0.33141744
0.48874092,-0.041999489
0.51550221,-0.00034147501
0.39110747,-0.30370632
0.51341629,0.23966742
0.58281147,0.029736906
0.53780466,0.17173737
0.6827085,0.49677145
0.69444686,0.365417
0.76512116,0.40782326
0.72551656,0.54913747
0.54013878,0.45103309
0.54013878,0.083135322
0.89617401,0.56690228
0.78639323,0.84433377
0.71796769,0.57278645
0.60685438,0.31727535
0.60522783,0.2172288
0.36616543,-0.23104891
0.55590832,0.23184058
0.61066878,0.11181667
0.55166525,0.22133753
0.52276498,0.32111016
0.58839363,0.045529932
0.6685251,0.20118693
0.65387481,1
0.54013878,0.30774963
0.54013878,0.083135322
0.43225771,-0.16250503
0.42523566,-0.13548458
0.39425951,-0.14952871
0.54807895,0.003121227
0.45014629,0.13480371
0.33853084,-0.33732447
0.39506137,-0.19524595
0.43376914,-0.20987725
0.37486842,-0.1324617
0.30793807,-0.2827464
0.2751548,-0.38412383
0.30532473,-0.4134948
0.37226367,-0.28529623
0.54013878,-0.25547266
0.54013878,0.083135322
0.25446248,-0.55599129
0.26021403,-0.49107504
0.33874619,-0.47957194
0.37500119,-0.39430511
0.2946403,-0.21905684
0.37249768,-0.28957617
0.4144209,-0.1306223
0.4396421,-0.17115819
0.43317097,-0.12071577
0.3380889,-0.15996706
0.31739315,-0.32382223
0.39883333,-0.34417197
0.50721753,-0.042254329
0.54013878,0.022300184
0.54013878,0.083135322
0.26356572,-0.45217213
0,-0.47286856
0,-1
0.27763209,-1
0,-0.4447358
0.36348099,-0.27373919
0.40134448,-0.11853313
0.43676862,-0.19731104
0.37682763,-0.12646279
0.32865933,-0.25223041
0.35254541,-0.34268132
0.3770079,-0.27422032
0.59455746,-0.44179511
0.54013878,0.18911493
0.54013878,0.083135322
0.63004452,0.26041868
0.6266889,0.26008904
0.48554122,0.25607356
0.56009603,0.096426368
0.67692763,0.15620452
0.37239778,-0.2740047
0.4618037,0.020657033
0.51467049,-0.076392621
0.46783039,0.029340982
0.48335925,0.016567349
0.40751299,-0.033281535
0.44041479,-0.16973165
0.29403132,-0.038735479
0.54013878,-0.41193736
0.54013878,0.083135322
0.2711505,-0.51985627
0.2275186,-0.45769897
0,-0.54496276
0.35883442,-1
0.28562802,-0.2670382
0.58322668,0.17550707
0.37024245,-0.12558234
0.35144043,-0.25951508
0.32234934,-0.29711914
0.65866935,0.48847961
0.70198572,0.31733868
0.76979077,0.41898978
0.75232035,0.63413072
0.54013878,0.5046407
0.54013878,0.083135322
0.98476416,0.51916289
0.98464358,0.96952832
0.65593684,0.96928716
0.53894997,0.06184265
1,0.077899963
0.52195883,0.073879808
0.5684256,0.22114894
0.59145075,0.13685122
0.56019706,0.1829015
0.64237821,0.31689343
0.62804121,0.28475639
0.68496752,0.25608242
0.59404635,0.39893699
0.54013878,0.18809271
0.54013878,0.083135322
0.19148627,-0.3130306
0.2125694,-0.61702752
0,-0.57486117
0.49319279,-0.025677055
0.36611474,-0.013614416
0.40512112,-0.20800987
0.43060261,-0.037543863
0.43016466,-0.13879478
0.42650536,-0.13967064
0.3251552,-0.13940176
0.41970766,-0.3496896
0.41466585,-0.16058469
0.55746669,0.31878772
0.54013878,0.1149334
0.54013878,0.083135322
1,0.5851112
0.72405803,1
0.63264829,0.44811606
0.48233581,0.086487323
0.33905396,-0.23738751
0.38855475,-0.32189211
0.3675715,-0.2228905
0.3720113,-0.097794384
0.380447,-0.25597739
0.42078987,-0.23415938
0.56544238,-0.054794639
0.54013878,0.1308848
0.54013878,0.083135322
0.44521502,-0.032597661
0.37303713,-0.10956994
0.40610236,-0.24740836
0.59077448,0.3081232
0.42244026,-0.040702581
0.46172106,-0.15511945
0.4902195,-0.076557875
0.55267018,0.015259832
0.61082661,0.10534033
0.66759199,0.23114121
0.44167748,0.17258778
0.54013878,-0.11664501
0.54013878,0.083135322
0.47569263,-0.051450282
0.51321542,0.069147587
0.58874083,0.026430845
0.58061671,0.17748162
0.64516652,0.4068788
0.63063484,0.290333
0.69677776,0.27298212
0.43211919,-0.076398373
0.54013878,-0.13576162
0.54013878,0.083135322
0.47497123,0.10757947
0.61868376,0.30596927
0.64792049,0.23736754
0.63612163,0.29584098
0.64057285,0.3627536
0.63607603,0.28114569
0.68422705,0.30049416
0.57072246,0.24340415
0.33958799,-0.25545931
0.35868007,-0.32082403
0.40922204,-0.28263986
0.32321873,-0.25467658
0.31943494,-0.3535625
0.38335654,-0.34752411
0.43029058,-0.090860486
0.57752395,0.30150688
0.6728999,0.15504786
0.67808729,0.34579977
0.4690392,0.084100008
0.35288146,-0.21202397
0.36376309,-0.29423705
0.40756735,-0.27247381
0.43527034,-0.0061768293
0.59802526,0.38014388
0.66679788,0.19605052
0.68560553,0.33359575
0.32523036,-0.12782529
0.68712109,0.45319486
0.65813869,0.38471401
0.61582911,0.37760273
0.64416569,0.50559294
0.72215492,0.28833136
0.7780692,0.4443098
0.72581649,0.69823825
0.8456496,0.45163295
0.90962464,0.6912992
0.92305452,0.88260514
0.58654356,0.84909034
0.95480025,0.17308712
0.96398526,0.91283071
0.96048057,0.92797053
0.93765682,0.92096114
0.85669059,0.51467896
0.8711037,0.73036188
0.46425715,0.036005586
0.55277133,0.23114797
0.68312562,0.10554266
0.66555029,0.37443706
0.59157336,0.34566292
0.65362388,0.18314672
0.74723339,0.30724773
0.84676123,0.75036573
0.86002511,0.69352245
0.88160247,0.74199039
0.83829182,0.65958738
0.8274492,0.67658365
0.78215313,0.65489841
0.94071752,1
0.89390284,0.88143504
0.45446074,0.058179945
0.4855192,0.075518221
0.56449354,-0.028961569
0.59084249,0.17222542
0.51988542,0.18277442
0.54035288,0.039770842
0.68940622,0.080705792
0.58865976,0.051880836
0.65191859,0.18413344
0.68904024,0.30383721
0.66176629,0.28818724
0.62230796,0.32353261
0.70926958,0.24461591
0.65337086,0.083217978
0.72475123,0.33317611
0.44173017,0.042166352
0.39968178,-0.04295361
0.48043808,-0.20063642
0.44304457,-0.039123803
0.27966881,-0.17857012
0.31688058,-0.44066238
0.3199667,-0.36623883
0.34211761,-0.18465427
0.3313058,-0.31576478
0.32032508,-0.3373884
0.48449287,-0.27955604
0.50286186,-0.031014234
0.59204274,0.0057237148
0.93573272,0.50437343
0.81746942,0.87146544
0.65588903,0.44891644
0.61791456,0.46378791
0.76076871,0.23582914
0.71204555,0.52153742
0.56240779,0.27433118
0.55358195,0.12481558
0.68831855,0.10716394
0.76945299,0.72068
0.83998841,0.53890598
0.79639548,0.67997682
0.70361078,0.27123657
0.61277056,0.40722159
0.66343957,0.22554111
0.64122373,-0.088609964
0.73971796,0.28244743
0.64575303,0.39738393
0.62014323,0.43419814
0.73111737,0.2402865
0.71728235,0.46223471
0.57034576,0.66747081
0.59692776,0.14069152
0.56152922,0.19385555
0.39402702,-0.067698359
0.3381232,-0.21194598
0.33027896,-0.3237536
0.24615385,-0.50191593
0.26319101,-0.50769234
0.33310276,-0.473618
0.33408916,-0.4988054
0.30116832,-0.30877769
0.7176711,0.47343209
0.71660548,0.56889844
0.8302896,0.433211
0.54446441,0.6605792
0.80850196,0.71861589
0.83141536,0.61700392
0.87261504,0.66283071
0.84769386,0.97383916
0.86300659,0.69538772
0.85078162,0.72601318
0.80203068,0.56726277
1,0.61597329
0.7992509,1
0.82590908,0.59119081
0.92917544,0.67548525
0.59321892,0.30101538
0.59529603,0.36848554
0.74588513,0.19059205
0.67160827,0.4917703
0.59890008,0.32202804
0.62779433,0.19780013
0.73861539,0.25558868
0.80541086,0.73085666
0.85962284,0.61082172
0.84665161,0.71924567
0.78734702,0.42611352
0.74643165,0.57469404
0.79105771,0.50628448
0.36077055,-0.29858184
0.31354704,-0.2615377
0.51784045,0.10734379
0.54033691,0.20654154
0.67035258,0.080673814
0.60045248,0.34070519
0.59859794,0.27722275
0.64439499,0.19719589
0.75773263,0.28878999
0.72152287,1
0.75327837,0.44304577
0.73081279,0.50655675
0.71638358,0.35090351
0.66077775,0.43276712
0.71213531,0.33130267
0.63401538,0.32197192
0.74599266,0.26803073
0.3347601,-0.16260052
0.35552874,-0.14514303
0.45660326,-0.28894255
0.42911419,-0.086793453
0.30559191,-0.216804
0.33203399,-0.38881621
0.37760884,-0.33593202
0.50047094,0.017433286
0.50182271,0.0009418726
0.39259863,0.0036453903
0.24879849,-0.45240811
0.27519593,-0.50240302
0.30785358,-0.44960818
0.30907625,-0.50101578
0,-0.3818475
0.43268159,0.015601903
0.44537717,-0.017835379
0.56744844,-0.10924566
0.53977787,0.13489687
0.50900882,0.13718355
0.55762631,0.01801765
0.71943992,0.11525258
0.67393947,0.44706225
0.73725963,0.34787896
0.69802916,0.47451922
0.70695454,0.25217843
0.64508277,0.41390908
0.53617948,0.29016557
0.48231614,-0.21254933
0.41190261,-0.035367727
0.43808636,-0.052724123
0.53170401,0.082082629
0.6076476,0.063408047
0.50783634,0.21529523
0.30921099,-0.17183101
0.29564938,-0.38157806
0.37907326,-0.40870127
0.27161783,-0.22181726
0.20459665,-0.45676434
0.25911397,-0.59080672
0.22286612,-0.55599427
0.24818064,-0.55426776
0,-0.50363874
0.71594942,0.31839284
0.60361546,0.45015013
0.25896481,-0.36001933
0.28418905,-0.39198995
0.32894078,-0.43162191
0.33992556,-0.34211847
0.23988874,-0.15645465
0.27264014,-0.52022254
0.42027226,-0.45471969
0.3030268,-0.090151429
0.3883611,-0.36495078
0.28345907,-0.22327781
0.26607621,-0.34001341
0.29839304,-0.46784759
0.3419562,-0.40321389
0.4006575,-0.4623135
0.38984418,-0.19868496
0.25764543,-0.36624178
0.29428893,-0.44768247
0.35673097,-0.41142213
0.36228454,-0.28653809
0.2826038,-0.17955852
0.28870115,-0.4347924
0.34468678,-0.42259774
0.2557475,-0.33193946
0.24932513,-0.48850501
0.23207876,-0.50134969
0.47630116,-0.24328029
0.26292148,-0.047397703
0.33095402,-0.47415701
0.35605755,-0.52960205
0.30237648,-0.28788486
0.36700618,-0.12863758
0.35421774,-0.2566185
0.47485828,-0.29156455
0.49547741,-0.050283432
0.27719089,-0.16888139
0.31286815,-0.44561818
0.31116351,-0.37426367
0.46089229,0.064147472
0.37616888,-0.07821545
0.23253602,-0.24766228
0,-0.46451092
0.28275964,-1
0,-0.4344807
0.42667848,-0.36300406
0.38423237,-0.14664304
0.32705063,-0.17026219
0.36271361,-1
0.38630238,-0.27457282
0.37677833,-0.22739521
0.26994094,-0.12759706
0.32653829,-0.46011814
0.33232334,-0.34692344
0.32081795,-0.26771593
0.3450419,-0.35836411
0.32579681,-0.30931941
0.33139664,-0.1685504
0.36071932,-0.33720672
0.54585779,-0.27856135
0.39708808,-0.41272727
0,-0.20582381
0.33198795,-0.25557533
0.35055816,-0.29959556
0.38993093,-0.29888368
0.38666183,-0.22013816
0.32570025,-0.12874994
0.34731093,-0.34859952
0.37746975,-0.30537811
0.41787359,-0.029547334
0.2937853,-0.16425285
0.34171242,-0.41242936
0.5564695,0.13344407
0.64868182,0.11293903
0.66515034,0.29736364
0.51912636,0.090632409
0.51559216,0.046579808
0.38410372,-0.041946918
0.41203484,-0.14903566
0.40520367,-0.17593029
0.40738228,-0.18959269
0.41559613,-0.079711527
0.39113572,-0.16880774
0.33939984,-0.21772859
0.42271149,-0.095152259
0.34120306,-0.15457702
0.37850934,-0.31759384
0.37394699,-0.22100532
0.45293254,-0.25210604
0,-0.094134927
0.40746844,-0.20944643
0,-0.18506312
0.41036841,-0.080043346
0.44188187,-0.12992811
0.49541941,-0.11623624
0.49411592,-0.0091611445
0.47702172,0.048113257
0.36521927,-0.045956582
0.31841055,-0.2695615
0.31501308,-0.30585897
0,-0.36997387
0.26626161,-1
0.66414213,0.04518497
0.64237928,0.32828426
0.66297823,0.28475857
0.66679835,0.16773245
0.58287787,0.34845665
0.40699527,-0.061382532
0.40354097,-0.25805172
0.44523036,-0.19291806
0.44428945,-0.10953927
0.37794632,-0.096247226
0.33813784,-0.24410737
0.32456335,-0.32372436
0.36428747,-0.096605331
0.30364937,-0.27142504
0.43992794,-0.39270127
0.68096876,0.22533572
0.68872732,0.36193752
0.6619994,0.37745461
0.4974274,0.096803039
0.38706231,-0.0051451921
0.52797228,0.062309742
0.53482151,0.095633894
0.58766717,0.069643021
0.54737574,0.17533433
0.56197482,0.29961574
0.54145527,0.12394965
0.62482804,0.082910568
0.25536725,-0.31575426
0.21725409,-0.48926553
0.32441661,-0.5654918
0.503613,0.2031213
0.52596897,0.0072259903
0.66044658,0.051937938
0.39291066,-0.063628435
0.37738565,-0.24077272
0.39524037,-0.24522868
0.38581812,-0.20951927
0.36657012,-0.05904302
0.35687304,-0.26685977
0.41005024,-0.28625393
0.61433077,0.19669786
0.46009588,0.22866154
0.31151128,-0.079808235
0.53232634,0.0050574541
0.64877546,0.064652681
0.83731043,0.29755092
0.44057745,-0.035053968
0.47435695,-0.058819056
0.50071901,-0.051286101
0.51568103,0.0014380217
0.56432551,0.091124177
0.53984606,0.12865099
0.53965193,0.079692096
0.78626841,0.60985887
0.74169123,0.57253683
0.64376754,0.48338246
0.44681904,-0.012895435
0.68211114,0.38309383
0.76053464,0.36422232
0.72215009,0.52106929
0.71484387,0.5143491
0.71318078,0.42968777
0.74222291,0.42636156
0.67376053,0.19106185
0.65629745,0.3475211
0.49118027,0.31259486
0.64861572,0.39002419
0.53832859,0.052208066
0.58217347,0.076657176
0.57897347,0.16434693
0.48822692,-0.037398249
0.46159315,0.033906627
0.52555835,0.22065571
0.52555734,0.23276284
0.66432512,0.053493947
0.64714307,0.33432955
0.5830406,0.27679154
0.56736851,0.16608119
0.65636808,0.13694841
0.71304977,0.37269494
0.80256182,0.42609954
0.72011471,0.60938227
0.73439938,0.41857725
0.77094358,0.47777373
0.66034299,0.54188716
0.69157952,0.12911823
0.72509664,0.39942932
0.42158812,-0.11262518
0.37427342,-0.19174218
0.47770557,-0.24800885
0.42209935,-0.044588834
0.42503521,-0.057792187
0.44941422,-0.14992955
0.49616858,-0.10117152
0.54757792,0.22125101
0.56525677,0.10294467
0.54058856,0.20277411
0.61860228,0.071426332
0.53200978,0.24418417
0.59371328,0.064019561
0.3997736,-0.089336753
0.38011882,-0.1785394
0.46426567,0.044764608
0.46931237,-0.01192382
0.5693115,-0.06137526
0.52423692,0.13862297
0.55771852,0.21299365
0.52239418,0.11543703
0.5753901,0.044788361
0.56899667,0.28108907
0.55528128,0.13799331
0.45019776,0.12248191
0.49788538,-0.050866455
0.45711645,-0.00030818582
0.50891578,-0.08576712
0.57922477,0.10366508
0.58095229,0.17023292
0.43121496,0.025039852
0.36336151,-0.20125175
0.49904111,-0.27110144
0.41843399,-0.0019178092
0.36515713,-0.041654795
0.4858124,-0.26968575
0.51874089,-0.028375179
0.44585559,0.053176105
0.33758801,-0.0978944
0.39095098,-0.30602556
0.30023265,-0.22344792
0.37853554,-0.39534169
0.60588151,-0.24292889
0.39320761,-0.10855404
0.3669039,-0.19051379
0.45275351,0.051624924
0.43119302,-0.068815559
0.53682142,-0.13308331
0.49997193,0.07364282
0.51108027,0.10359618
0.37035409,0.0221605
0.44004443,-0.25929186
0.38255641,-0.13105536
0.32385761,-0.23488721
0.38302231,-0.35228479
0.51454997,-0.36398003
0.56317014,0.033731252
0.53142244,0.12634024
0.30115911,-0.41217476
0.36027291,-0.29185119
0.47227103,-0.0036263466
0.44786569,-0.050480634
0.51479691,-0.10222223
0.4803111,0.029593855
0.3355121,-0.082716584
0.35108852,-0.32175624
0.39322236,-0.29782295
0.54910785,0.048680037
0.52184129,0.098215699
0.5022952,0.045497417
0.30855542,-0.45977449
0.27113479,-0.37497187
0.36526534,-0.45773041
0.23137243,-0.54060698
0.16755845,-0.5178529
0.49325681,0.083268374
0.4276599,-0.10991943
0.46220911,-0.14468023
0.39867455,-0.075581789
0.45670378,-0.083175093
0.40233323,-0.086592436
0.42916906,-0.1952562
0.37304688,-0.15013316
0.43690747,-0.25390625
0.33155513,-0.12618506
0.31607312,-0.35818002
0.38264495,-0.35180038
0.42218053,-0.2347101
0.34647828,-0.30204618
0.28135005,-0.27308899
0.51049513,0.11293641
0.50050205,0.046284407
0.61492151,0.0036400259
0.53214288,0.22984302
0.48913682,0.12934819
0.45541602,-0.02172637
0.47407612,-0.089167953
0.50462908,0.068430305
0.48006865,0.0092581511
0.4483633,-0.039862722
0.53024256,-0.0018266737
0.61814535,0.065003961
0.54721802,0.23629066
0.48303041,-0.048613667
0.45980221,-0.016642123
0.44616094,-0.038406134
0.46287718,-0.033168942
0.50298703,-0.071248382
0.49418756,0.0059740245
0.53833413,0.088288456
0.54423243,0.076668292
0.62495297,0.088464856
1,0.42147899
0.65633619,1
0.64368564,0.31267238
0.71904498,0.30600932
0.70718604,0.4423773
0.68992817,0.41437212
0.56480664,0.040643096
0.50756103,0.13965985
0.40470666,-0.061820865
0.43324783,-0.1251249
0.50746083,-0.12961075
0.42873403,0.014921635
0.36601251,-0.0089366436
0.46125412,-0.26797497
0.49199051,-0.07749176
0.59837866,0.087303281
0.56097507,0.19675735
0.53373826,0.13265824
0.57748854,0.18463027
0.60544318,0.16576037
0.66431695,0.21088636
0.52945197,0.069133282
0.58342546,0.081106871
0.43029979,0.022577733
0.40455067,-0.10096639
0.52089322,-0.18895644
0.46191821,0.041786402
0.5574584,0.00986588
0.53081465,0.11491677
0.58313918,0.061629295
0.60406339,0.04967773
0.57244444,0.2140426
0.57253909,0.1460802
0.82189602,0.67395914
0.86094135,0.76998281
0.90360838,0.7218827
0.88438737,0.81024754
0.8421427,0.68054855
1,0.6842854
0.88165921,1
0.92370152,0.8204847
0.92874312,0.85834152
0.94668621,0.85748625
0.89152217,0.79197109
0.91195822,0.79314059
0.89276052,0.83361399
0.70689183,0.14882523
0.5867058,0.43440783
0.39027527,-0.12748724
0.36592495,-0.19715849
0.40833002,-0.26486927
0.40212443,-0.18005407
0.48955309,0.0098896325
0.44892988,-0.020893812
0.37473109,-0.094533294
0.4957442,-0.068688452
0.31616837,-0.0017940998
0.41404429,-0.35941106
0.40961334,-0.38178298
0.44741538,-0.18077329
0.33171964,-0.099142402
0.32960373,-0.51540279
0.29759574,-0.32330364
0.37637296,-0.20670736
0.35771471,-0.19248545
0.39189237,-0.28006399
0.39237824,-0.21244609
0.47752774,0.053616047
0.34843212,-0.044944525
0.43734306,-0.30313575
0.48563403,-0.036058277
0.51333302,-0.020238817
0.52013522,0.026666015
0.60369027,0.058597833
0.57342112,0.2073805
0.57855219,0.14684224
0.29471233,-0.50323129
0.24713485,-0.39141259
0.30761403,-0.31471056
0.38038075,-0.24636355
0.39808393,-0.2392385
0.37501717,-0.2003684
0.32224986,-0.085799098
0.3437199,-0.35550025
0.38100225,-0.3125602
0.38753846,-0.075967818
0.28277475,-0.21267739
0.23974088,-0.42364401
0.36639556,-0.33887768
0.29152963,-0.25269356
0.42231092,-0.41694072
0.32715219,-0.4766947
0,-0.327887
0.32920682,-0.22199112
0.32858944,-0.26517749
0.36243728,-0.34282112
0.33078793,-0.27399918
0.31456399,-0.22442842
0.37154543,-0.37087202
0.38494769,-0.25597757
0.4622952,0.091999024
0.48730689,-0.071145564
0.45802924,-0.0070839524
0.28762263,-0.24219257
0.27400985,-0.42475474
0.24582334,-0.45198026
0.69999355,0.33712846
0.71197182,0.41796511
0.46312559,-0.005313307
0.49034363,0.025395602
0.4766497,-0.017274797
0.43310204,-0.044577599
0.3273688,-0.13119563
0.35866478,-0.34526241
0.39745617,-0.28267041
0.52739412,0.004314065
0.56732625,0.062473327
0.49380401,0.1346525
0.56672716,0.056955606
0.58929235,0.13345435
1,0.19305053
0.30698895,-0.47954658
0.28072587,-0.37040454
0.36636132,-0.18717837
0.46314174,-0.057855934
0.50671858,-0.073716521
0.5330618,0.016066581
0.45911807,0.31440079
0.3934212,-0.081763864
0.29221469,-0.21315756
0.69973308,0.31496295
0.76634264,0.41647801
0.92753184,0.54852808
0.79596925,0.86306047
0.75765657,0.60058033
0.68380201,0.52121037
0.42892185,-0.32845768
0.40080822,-0.12128338
0.38668528,-0.24237978
0.35609794,-0.25701225
0.37807256,-0.28448313
0.37644315,-0.24385488
0.30146626,-0.094855666
0.31161654,-0.39706746
0.34144917,-0.37676692
0.59007567,0.11432174
0.66569185,0.18648463
0.60742974,0.33138373
0.72636294,0.28838262
0.72078681,0.45272592
0.68605459,0.44157362
0.5376507,-0.067209482
0.57406437,0.096222728
0.44990125,-0.18036604
0.44022992,-0.11762571
0.43140781,-0.11954013
0.40284744,-0.13566631
0.3329064,-0.14863098
0.3252807,-0.33418718
0.35069594,-0.34943864
0.2939471,-0.14415181
0.3040162,-0.40567762
0,-0.39196762
0.35579449,-0.42130098
0.30217019,-0.28841102
0.45244095,-0.39565966
0.59196842,0.041945487
0.5593794,0.20382977
0.33755073,-0.27593654
0.3440021,-0.22796369
0.38698715,-0.31199583
0.37791792,-0.22422522
0.32564247,-0.13239047
0.34070075,-0.34871507
0.40865153,-0.31859851
0.42810109,-0.077790022
0.51481307,-0.13676587
0.52411222,0.029626161
0.4884823,-0.0062679052
0.26398101,-0.023035407
0.33202496,-0.46340349
0.54377276,0.24529731
0.52413213,0.1080144
0.3321977,-0.27928376
0.43920311,-0.098340541
0.47616959,-0.1215938
0.45099187,-0.046294808
0.48191229,0.065238237
0.41210097,-0.0361754
0.38381153,-0.17579806
0.44826475,-0.02140218
0.45077866,-0.09923771
0.33850628,-0.098442674
0.36574212,-0.17242146
0.39981702,-0.26405922
0.38725585,-0.19665548
0.35904676,-0.37712088
0.33704895,-0.25259787
0.38272312,-0.13792288
0.43662128,-0.11798978
0.42887253,-0.12675741
0.39116836,-0.14147007
0.65118307,0.49682379
0.70342362,0.30236614
0.76142997,0.41053772
0.524225,0.44633156
0.54911727,0.052463979
0.55344766,0.098234564
0.66353482,0.17410657
0.53597426,0.32706967
0.64701658,0.081160754
0.5740121,0.054001063
0.55865026,0.16863403
0.61434877,0.25311667
0.69763523,0.32128111
0.72717822,0.39527047
0.71374011,0.45737398
0.83035606,0.71917081
0.86424321,0.66071212
0.86152726,0.72848642
0.89005947,0.76253748
0.79212666,0.79397357
0.91548955,0.58425331
0.85169089,0.73249125
0.86967629,0.71357733
0.80134773,0.75462735
0.56579578,0.067560136
0.58139938,0.15267339
0.51532829,0.14206105
0.56777763,0.1662569
0.64233905,0.13555524
0.62684125,0.28570202
0.59728712,0.33827972
0.63048643,0.19457424
0.7004928,0.26097283
0.66496974,0.44154206
0.67361403,0.33716425
0.53260326,0.34722802
0.72891486,0.18831387
0.62559974,0.46182451
0.63609844,0.2626676
0.85862201,0.6486541
0.86935067,0.73802882
0.6405955,0.30405375
0.74054676,0.45527947
0.7848841,0.48245767
0.79420656,0.57271093
0.67828,0.41904947
0.71049941,0.35656002
0.79945868,0.42099881
