"union","school","black","married","wage"
0,11,0,0,2.62941659819151
0,11,0,0,3.75939849623896
0,11,0,0,1.75182481749396
0,11,0,0,5.37923614871039
0,11,0,0,6.4156704784407
0,11,0,0,7.32297503828672
0,11,0,1,8.57422831943615
0,12,0,1,3.2091802002683
0,12,0,1,6.43678160935882
0,12,0,1,6.36205899365565
0,12,0,1,6.25962757918933
0,12,0,1,6.87836753430458
0,12,0,1,6.42277258245232
0,12,0,1,7.4577889150619
0,12,0,1,9.96042043445229
0,11,0,0,4.52050714784157
0,11,0,0,4.50928381964535
0,11,0,1,6.78563628990526
0,11,0,1,6.17129456589873
0,11,0,1,5.43646206502002
0,11,0,1,5.37672951451961
0,11,0,1,5.56124553354995
0,11,0,1,5.73822229867685
1,12,0,1,7.5650702758454
1,12,0,0,7.42085106359784
1,12,0,0,6.43055005955384
1,12,0,0,7.93398920982971
1,12,0,1,7.35423716091769
1,12,0,1,7.32995205976833
1,12,0,1,7.54966887437137
1,12,0,1,7.37383635497011
0,12,0,0,0.780843310524405
0,12,0,0,9.81132075448788
1,12,0,0,3.64990145281081
0,12,0,0,3.15833801240643
0,12,0,0,4.81170205926703
0,12,0,0,0.475827940801862
0,12,0,0,6.3678043809607
0,12,0,0,7.19128826765289
1,11,0,0,6.71910848895395
0,11,0,0,6.54867256646418
1,11,0,1,5.73275160752661
0,11,0,1,8.11030008100699
0,11,0,1,6.32660463771358
0,11,0,1,5.35570446820356
0,11,0,1,5.84520662309255
1,11,0,1,5.81152075870563
1,12,0,0,10.5809926893566
0,12,0,0,6.84210526323219
0,12,0,0,4.07522872234288
0,12,0,0,2.22453945082524
0,12,0,0,3.72133409841734
0,12,0,0,3.53017594401402
0,12,0,0,4.47467334888496
0,12,0,0,4.71207591305526
0,13,0,0,4.41007849932154
0,13,0,1,3.43490304720751
0,13,0,1,4.63027595530596
0,13,0,1,5.25127343374777
0,13,0,1,6.14892701197946
0,13,0,1,7.50750750768883
0,13,0,1,10.5547059396823
1,13,0,1,3.7309200748554
0,10,0,0,2.44585760667152
0,10,0,0,2.83870967743905
0,10,0,0,3.82844867252114
0,10,0,0,3.70992125675589
0,10,0,0,2.75263630465711
0,10,0,0,3.78056628062387
0,10,0,0,6.28954086366339
0,10,0,0,9.18667319951575
1,12,0,1,7.43114713395372
1,12,0,1,5.81241743743306
1,12,0,1,6.5092058771312
0,12,0,1,6.15323083068917
0,12,0,1,6.48545003396397
0,12,0,1,7.83379533359787
0,12,0,1,9.33944642581898
0,12,0,1,9.25472263064528
0,12,0,0,7.44554118453886
0,12,0,0,9.61538461499265
0,12,0,0,9.39849624084029
1,12,0,0,10.4691886579247
0,12,0,0,12.0377218938058
1,12,0,0,11.802195208642
1,12,0,1,10.4497302658782
0,12,0,1,12.0654339342514
1,12,0,0,5.34716466571788
1,12,0,0,4.81836327358506
1,12,0,0,5.83984232423021
1,12,0,1,6.14121280194285
1,12,0,1,5.88353953712431
1,12,0,1,6.33445945958329
1,12,0,1,6.33034670830363
1,12,0,1,6.12444879972717
0,10,0,0,3.65684195128647
0,10,0,0,5.02617801039455
1,10,0,0,3.49233740084684
1,10,0,0,4.44535327211885
0,10,0,1,6.6231845080721
0,10,0,1,6.98414760883774
0,10,0,1,7.80056036670268
0,10,0,1,7.65556099955018
0,12,0,0,4.33801839313868
1,12,0,0,7.11111111094434
1,12,0,1,7.94127270010664
1,12,0,1,8.21097098954831
1,12,0,1,7.78291475967124
1,12,0,1,10.3115163358834
1,12,0,1,11.8346823639171
1,12,0,1,11.6364527198028
0,11,0,0,0.979139662795246
0,11,0,0,0.861702127312795
0,11,0,0,1.19805007026639
0,11,0,0,0.964491288324606
0,11,0,0,1.48787382829011
0,11,0,0,2.64486825024975
0,11,0,0,1.75609821984291
0,11,0,0,2.13628864223305
0,11,0,0,4.31494382711142
0,11,0,1,1.38651471989186
0,11,0,1,4.77771423013753
0,11,0,1,3.04406116614343
1,11,0,1,3.35215243459384
0,11,0,1,3.09402293698721
0,11,0,1,3.87487670835336
0,11,0,1,1.63598289852239
1,12,0,1,8.74311954474147
1,12,0,1,11.9791666667929
1,12,0,1,6.68739155556257
1,12,0,1,13.503649634439
1,12,0,1,10.2655351769448
1,12,0,1,8.93321205836146
1,12,0,1,9.28638138944457
1,12,0,1,10.2074146655384
0,12,0,0,3.82913546630842
0,12,0,0,3.65384615392267
0,12,0,0,3.43406593420465
0,12,0,1,3.333801235417
0,12,0,1,3.69822485202172
0,12,0,1,4.38539501059177
0,12,0,1,4.29826795718977
0,12,0,1,5.20578147975651
0,10,0,0,3.28282472984108
0,10,0,0,4.41823056288957
0,10,0,0,3.39875303520561
0,10,0,0,5.19371139800366
0,10,0,1,6.05164066695797
0,10,0,1,6.49688149711057
0,10,0,1,6.24765712830665
0,10,0,1,7.21067179422804
0,13,0,0,4.00432467048358
0,13,0,0,4.32692307682359
0,13,0,0,3.5735727151115
0,13,0,1,4.23357664228352
0,13,0,1,5.11027434121125
0,13,0,1,7.01663201662592
0,13,0,1,7.86234842325978
0,13,0,1,8.39606253650908
0,12,0,1,5.18853044224746
0,12,0,1,2.98879202991997
0,12,0,0,8.10850656077413
0,12,0,0,4.00569699143639
1,12,0,1,6.32851311614395
0,12,0,1,8.77079002065777
0,12,0,0,10.4016700262194
0,12,0,1,7.50738885096886
1,14,0,0,7.07964601801355
1,14,0,0,5.62637362624615
1,14,0,0,7.8320802006529
0,14,0,1,10.9177116478595
1,14,0,1,11.3561652024898
0,14,0,0,13.860013860537
0,14,0,0,10.408670422622
0,14,0,1,11.0240078394855
0,12,0,1,2.97821647373857
0,12,0,1,4.24489795922319
1,12,0,1,4.26547137062904
0,12,0,1,4.38658057290938
0,12,0,1,4.70683162976633
0,12,0,1,4.38539501059177
0,12,0,0,4.45746306684514
1,12,0,1,4.89955903985136
0,12,1,0,2.87610619464023
0,12,1,0,2.80000000005276
1,12,1,0,3.98053958409399
1,12,1,0,4.21111734965719
1,12,1,0,5.04303388910116
0,12,1,0,0.552234927470776
0,12,1,1,5.1579215486589
1,12,1,1,5.20578147975651
0,9,0,0,5.20562207179789
0,9,0,1,0.666666666738776
0,9,0,1,2.73410799731537
0,9,0,1,3.16671152839622
0,9,0,1,4.14164423291536
1,9,0,1,3.57328482325223
0,9,0,1,3.4492273729735
0,9,0,1,5.51200391952199
0,13,0,1,5.14168906575211
0,13,0,1,5.58139534856691
0,13,0,1,6.86813186799759
0,13,0,1,7.33114461462778
0,13,0,0,8.81597035439356
0,13,0,0,7.93356957716351
0,13,0,0,11.0375275934525
0,13,0,0,10.4115629588889
0,12,0,0,7.65827093292359
0,12,0,0,6.8852459016111
0,12,0,0,6.67787890811276
0,12,0,1,8.07130825398461
1,12,0,1,7.56455083358998
1,12,0,1,7.47141372111562
1,12,0,1,7.95975547608777
1,12,0,1,7.80867221957101
0,14,0,1,3.97131968214315
0,14,0,1,5.83090379022658
0,14,0,1,8.2322594805841
0,14,0,1,6.11891574635327
0,14,0,1,5.71543840791086
0,14,0,1,7.01013513484955
0,14,0,1,8.47682119206367
0,14,0,1,6.12816998365089
0,12,0,0,4.79650814218142
0,12,0,0,4.66019417488636
0,12,0,0,3.61480624621473
0,12,0,0,4.21111734965719
0,12,0,0,5.82750582734105
0,12,0,0,4.54781704769877
0,12,0,0,4.45746306684514
0,12,0,1,3.67466927971133
0,11,0,0,2.4646287267517
1,11,0,0,2.94117647067079
1,11,0,0,4.77081027429919
1,11,0,0,6.32283262876016
1,11,0,0,6.72404518579244
1,11,0,0,7.86464602232487
1,11,0,0,8.72734740014958
1,11,0,0,10.593641166932
0,11,1,0,3.40367596990347
0,11,1,0,2.54629629618846
0,11,1,0,3.01959718578444
0,11,1,0,4.22194284410716
0,11,1,0,3.34771611359808
0,11,1,0,2.59875259877706
0,11,1,0,4.73036896856197
0,11,1,0,4.45859872613651
1,10,0,0,3.31105893677116
1,10,0,0,1.87683284463071
0,10,0,0,1.79284491897923
0,10,0,0,2.52290207226378
0,10,0,0,3.04043782308566
0,10,0,0,2.93179152923933
0,10,0,0,4.37639578062509
0,10,0,1,4.61159517776003
1,12,0,1,3.27621916782982
1,12,0,1,3.69230769213654
1,12,0,1,5.67256556045723
0,12,0,1,5.37763191836251
1,12,0,1,6.50764512741532
1,12,0,1,6.72601655729299
1,12,0,0,7.58830022081283
0,12,0,0,7.43874657090869
1,12,0,0,8.89722120741399
1,12,0,0,8.93536121708352
1,12,0,1,8.92857142868712
1,12,0,1,8.18303819878122
1,12,0,1,8.52805730815224
1,12,0,1,8.27961440691811
1,12,0,1,8.83843963684132
1,12,0,1,9.7991180791153
0,12,0,0,3.96989496313312
0,12,0,0,2.85714285714664
0,12,0,0,3.71517027881077
0,12,0,1,3.41568407277937
0,12,0,1,3.13788775320317
0,12,0,1,3.5501603298304
0,12,0,1,3.08401506290625
0,12,0,1,2.90911317971767
1,12,0,1,4.31685732778122
0,12,0,0,4.69973890337729
0,12,0,1,3.80021562711465
0,12,0,1,3.38491715630632
0,12,0,1,4.38558021236487
0,12,0,1,7.54808862908876
0,12,0,1,5.66725071539686
0,12,0,1,5.96202192019254
0,12,0,1,4.96369412306643
0,12,0,1,5.12820512811082
0,12,0,1,5.69331983791575
0,12,0,1,5.93650570840039
0,12,0,1,6.08049802785753
0,12,0,1,8.16336782842047
0,12,0,1,7.89691530184845
0,12,0,1,6.89000489930458
0,13,0,0,1.40470324099117
0,13,0,1,2.03846153839908
1,13,0,1,3.14030900652632
0,13,0,1,2.66656237454153
1,13,0,1,4.89782590941472
1,13,0,1,6.18081699147595
1,13,0,1,7.13432696915186
1,13,0,1,7.30917823946002
0,13,0,0,6.80735194007961
0,13,0,1,6.34615384628649
0,13,0,1,7.19346443042481
0,13,0,1,8.17658618738469
0,13,0,1,7.73265196308013
0,13,0,1,8.25103950074873
0,13,0,1,8.06219406842169
0,13,0,1,7.97959503515731
1,12,0,1,5.53574564593431
1,12,0,1,5.23618739902036
0,12,0,1,5.37056928013335
0,12,0,1,4.77154688367635
0,12,0,1,5.16137708434894
0,12,0,1,4.64527027037892
1,12,0,1,4.77585328596783
0,12,0,1,5.04803052565667
0,10,0,0,2.58219685937926
0,10,0,0,2.90776919575814
1,10,0,0,3.58037952011813
0,10,0,0,3.38625931214217
0,10,0,0,2.91375291384519
0,10,0,1,3.47185129777826
0,10,0,1,2.80183392753818
0,10,0,1,4.22749563176625
0,13,0,0,6.29680054438292
0,13,0,0,6.03846153829955
0,13,0,0,8.15718541627677
0,13,0,0,9.65047725978039
0,13,0,0,10.6912318450664
0,13,0,0,10.9797297297328
0,13,0,0,11.6212429948529
0,13,0,0,13.1675649188924
1,12,0,1,3.38511046462844
0,12,0,1,3.6516853932672
1,12,0,0,2.82743306055513
0,12,0,0,3.05114183106187
1,12,0,0,3.4316828208924
0,12,0,1,3.89812889813377
0,12,0,0,4.8102394293959
1,12,0,0,4.89955903985136
1,11,1,1,8.5091899249786
1,11,1,1,8.63787375449231
1,11,1,0,9.60430272804675
1,11,1,0,9.82594048265917
1,11,1,0,11.4308768151365
1,11,1,0,10.0701663202076
1,11,1,0,10.5068772284539
1,11,1,0,10.1053405194236
0,9,0,1,4.68005445899854
0,9,0,1,4.7692307693092
1,9,0,1,4.49493298443856
0,9,0,1,2.41317178096563
1,9,0,1,1.26000126004676
0,9,0,1,3.322995126251
0,9,0,1,2.48344370871982
0,9,0,1,2.77513993429504
0,12,1,0,2.12729748128696
0,12,1,0,2.97029702965859
1,12,1,1,2.76532677850802
0,12,1,1,2.69043608457574
1,12,1,1,2.74565178412011
0,12,1,1,2.86843447227611
0,12,1,1,2.52190272520186
0,12,1,1,2.46558454891305
0,12,0,1,4.25459496274434
0,12,0,1,3.84615384628227
0,12,0,1,3.61480624621473
0,12,0,1,3.86019090381239
1,12,0,1,4.20252824089223
0,12,0,1,4.22297297309001
0,12,0,1,5.09424350484095
0,12,0,1,5.35889269989269
0,12,0,0,5.97943075822905
1,12,0,0,5.38461538468096
0,12,0,0,6.50665124317273
0,12,0,1,5.26389668699668
0,12,0,1,5.04303388910116
0,12,0,1,5.19750519776231
0,12,0,0,5.41263372380455
0,12,0,0,5.81822635966838
1,12,1,0,4.96369412306643
0,12,1,1,4.80769230778452
1,12,1,1,5.29990389513354
1,12,1,1,3.87624636240265
1,12,1,1,4.56632919303556
1,12,1,1,4.54781704769877
0,12,1,1,5.73102394319604
1,12,1,1,7.04311611986121
0,14,0,1,7.23281143621571
0,14,0,1,8.57692307659169
0,14,0,1,9.95134896049218
0,14,0,1,8.05066552156868
0,14,0,1,8.90313390309263
0,14,0,1,7.47141372111562
0,14,0,1,7.64136525719904
0,14,0,1,6.73689367967075
1,10,0,0,3.03297858707604
0,10,0,1,3.60360360361929
0,10,0,1,3.50390539441896
0,10,0,0,3.54333498705789
0,10,0,0,3.53012372250754
0,10,0,1,3.5741813570909
0,10,0,1,3.94197414083867
1,10,0,1,4.59191230917082
0,13,0,1,1.86653198354945
0,13,0,1,3.53089533407358
0,13,0,1,5.09173611243513
0,13,0,1,5.06467435679694
0,13,0,1,5.05446933994091
0,13,0,1,4.93193923861714
0,13,0,1,5.57182883347725
0,13,0,1,5.11227247494315
0,12,0,1,6.62821109943296
0,12,0,1,5.98290598263287
0,12,0,1,6.26566416061135
0,12,0,1,6.60552407685179
0,12,0,1,6.34080944935867
0,12,0,1,6.61238161228533
0,12,0,1,6.84015794539586
0,12,0,1,6.2556869879762
0,13,0,0,4.73451327441362
0,13,0,0,5.1923076922197
0,13,0,0,5.40052053232748
0,13,0,0,5.15791690085789
0,13,0,0,5.71543840791086
0,13,0,0,7.58411472666952
0,13,0,0,7.00458481902648
0,13,0,0,7.19622733970733
0,13,0,0,4.38966146948011
0,13,0,0,6.2072113188544
0,13,0,0,5.42758169333495
0,13,0,0,6.10306862274753
0,13,0,0,7.26136166345628
0,13,0,0,7.26532984631751
0,13,0,0,16.8809245552784
0,13,0,0,11.1464968156294
0,9,0,0,3.80703367420466
1,9,0,1,4.45656750584132
0,9,0,1,7.69640637058441
0,9,0,1,7.33731541243655
0,9,0,1,6.95327399867575
0,9,0,1,8.07411184803363
0,9,0,1,9.82152879086397
0,9,0,1,6.93585490193584
1,13,0,0,9.91057166550364
0,13,0,0,4.78619946077237
0,13,0,0,6.12667930562892
0,13,0,1,6.67616165195343
0,13,0,1,7.44558155809539
0,13,0,1,8.52971998172564
0,13,0,1,29.8900606200946
0,13,0,1,7.93552618349941
0,9,0,0,1.46072476290978
0,9,0,0,2.93040293045284
0,9,0,0,2.10965123255989
0,9,0,0,3.3421566269239
0,9,0,0,3.27305457832232
0,9,0,0,3.77121307364272
0,9,0,0,3.31427125204395
0,9,0,0,4.09045754708215
0,12,0,0,3.26752893117352
0,12,0,0,5.57707203741748
0,12,0,0,5.45481350445667
0,12,0,0,5.61482313314699
0,12,0,0,7.20751640983543
0,12,0,0,2.56492935440207
0,12,0,0,4.13907284759322
0,12,0,0,5.18867140096869
0,9,1,0,3.19863524884736
0,9,1,0,3.33333333324688
0,9,1,0,2.94726362932359
0,9,1,0,2.29921186518414
0,9,1,0,3.2616637093803
0,9,1,0,3.89812889813377
0,9,1,0,3.88520971283327
0,9,1,0,3.98089171979262
0,15,0,1,5.29393173216658
0,15,0,1,3.80952380971254
0,15,0,1,3.94504780462467
0,15,0,1,4.84464827864165
0,15,0,1,3.04805415026024
0,15,0,1,5.51801801798189
0,15,0,1,6.05283771271358
0,15,0,1,7.1043606075537
0,12,0,0,3.68731563415967
0,12,0,0,3.73056994816707
0,12,0,1,5.65087039101096
0,12,0,1,4.6228710464215
0,12,0,1,6.82244584661874
0,12,0,1,4.84702780264992
0,12,0,1,7.76834786668212
0,12,0,1,7.00418062061517
0,12,0,0,4.0560471975581
0,12,0,0,5.08315565012179
0,12,0,0,6.73767135745372
0,12,0,0,5.50166668131735
0,12,0,0,6.16370808691248
0,12,0,1,5.88795612027583
0,12,0,1,5.60366785530081
0,12,0,1,7.71680548716709
1,14,0,0,4.29779835494721
1,14,0,1,5.81289736588507
1,14,0,1,5.98154096486878
1,14,0,1,7.79068234365337
0,14,0,1,11.432708980578
0,14,0,1,18.2000182003231
0,14,0,1,21.7490403321176
0,14,0,1,13.8004246289012
1,12,0,0,7.91354663050577
1,12,0,1,8.6538461539938
1,12,0,1,9.03701561577039
1,12,0,1,8.10640089857851
1,12,0,1,11.8881118882973
1,12,0,1,9.1796201309003
1,12,0,1,9.65296141156792
1,12,0,1,9.74912257936261
1,12,0,0,6.44907025883109
1,12,0,0,5.03848845359355
1,12,0,0,6.46860065144633
1,12,0,0,5.94403100389297
1,12,0,1,6.48072139657644
1,12,0,1,6.06976923833508
1,12,0,1,5.28881530561244
1,12,0,1,5.56768072704878
0,15,0,0,8.5091899249786
0,15,0,0,9.03846153825657
0,15,0,0,8.85627530361014
0,15,0,0,9.65047725978039
0,15,0,0,11.2627756853348
0,15,0,0,11.3695426195408
0,15,0,0,13.2450331122231
0,15,0,0,14.147476726893
0,12,0,1,4.55241660980041
0,12,0,1,3.64649681535924
0,12,0,1,3.92626474792291
0,12,0,1,5.34527507372881
1,12,0,1,7.21052985499293
1,12,0,1,8.44594594567372
1,12,0,1,8.27814569551802
1,12,0,1,8.88045075931593
0,12,0,0,1.80603214745672
0,12,0,0,1.99170124479081
0,12,0,0,2.33213306214668
0,12,0,0,3.29538152293779
0,12,0,0,2.61643118792265
0,12,0,0,2.42572860055659
0,12,0,0,2.71860285556726
0,12,0,0,5.60360124769871
0,10,0,0,1.62198634931644
0,10,0,0,1.03092783506731
0,10,0,0,1.98909973340318
0,10,0,0,1.96518809659885
0,10,0,0,1.90891910641942
0,10,0,0,2.59875259877706
0,10,0,0,4.77585328596783
0,10,0,1,3.67466927971133
1,12,0,0,5.10551395532407
1,12,0,0,6.92307692329342
1,12,0,0,6.86813186799759
1,12,0,0,5.05334081961917
1,12,0,0,7.73265196308013
1,12,0,0,8.44594594567372
1,12,0,0,7.00458481902648
1,12,0,0,7.65556099955018
0,14,0,0,7.23003065547702
0,14,0,0,5.71909167382739
0,14,0,0,6.88534523095052
0,14,0,0,7.85406807283081
0,14,0,1,9.62693693954589
0,14,0,0,8.6083679833428
0,14,0,0,9.87009679018158
0,14,0,0,10.1053405194236
1,12,0,0,4.9665884051162
1,12,0,0,9.01960784350873
1,12,0,0,4.99403490290041
0,12,0,0,3.96699460475596
1,12,0,0,6.38784292642329
0,12,0,0,4.54781704769877
0,12,0,0,5.26791089684786
1,12,0,0,10.7484076433295
0,13,0,0,5.69860449313503
0,13,0,0,6.38376383756098
0,13,0,1,6.86200507763308
0,13,0,1,7.46902053996549
0,13,0,1,7.5144154090582
0,13,0,1,7.74211711678729
0,13,0,1,9.37917985223914
0,13,0,1,9.44723718042686
0,11,0,0,2.50014151731989
0,11,0,0,4.25985090524488
0,11,0,0,6.86813186799759
0,11,0,0,7.72038180793402
0,11,0,0,8.57315761179629
0,11,0,1,8.77079002065777
0,11,0,1,9.39251146199421
0,11,0,1,9.7991180791153
1,12,0,0,7.23281143621571
1,12,0,0,6.92307692329342
1,12,0,0,6.162948354399
1,12,0,0,6.98343627191676
1,12,0,0,6.46651425494186
1,12,0,0,7.53378378355699
1,12,0,0,6.98025460451092
0,12,0,0,4.72649655068048
1,8,0,0,4.46537306174216
1,8,0,0,5.91836734711696
1,8,0,0,6.25075187992031
1,8,0,0,7.1919278662608
1,8,0,0,2.79720279706832
0,8,0,0,4.45417484504507
0,8,0,0,3.82068262844648
0,8,0,1,6.68789808915017
1,12,0,0,5.99540633640849
1,12,0,0,6.341463414563
1,12,0,1,5.36904643485402
1,12,0,1,5.91659063234811
1,12,0,1,5.98617554064402
1,12,0,1,6.00961538464526
1,12,0,1,8.95391269069897
1,12,0,1,6.32478123712735
0,12,0,1,5.4523340181013
0,12,0,1,4.88461538443412
0,12,0,1,4.77154424501165
0,12,0,1,4.84278495222607
0,12,0,1,4.8749327593459
0,12,0,1,4.02187902186754
0,12,0,1,4.9668874171419
0,12,0,1,5.02717186395052
1,12,0,0,6.52962143560584
1,12,0,1,6.17495711839219
1,12,0,1,6.50210431709311
1,12,0,1,8.11030008100699
1,12,0,1,9.70026190732522
0,12,0,1,8.60475860505353
0,12,0,1,9.35218578147843
0,12,0,1,9.97003292923212
1,10,0,0,5.19060585431366
1,10,0,0,6.16678346187298
1,10,0,0,5.09173611243513
1,10,0,0,8.6177922941072
1,10,0,0,15.3909296125343
1,10,0,0,10.315659170983
0,10,0,0,5.06825246638253
0,10,0,0,5.81441446206048
0,12,0,0,5.16401463591012
1,12,0,0,4.8246268658598
0,12,0,0,2.48586879191397
1,12,0,0,3.15833801240643
1,12,0,0,4.50174825166705
1,12,0,0,4.82848232856812
1,12,0,0,4.52114111069358
1,12,0,0,5.35889269989269
0,11,0,0,3.74404356687763
1,11,0,0,2.01346534653489
0,11,0,0,3.61480624621473
0,11,0,0,5.26389668699668
1,11,0,0,4.78718396981014
1,11,0,0,5.5223492725317
0,11,0,0,5.77125625812146
0,11,0,0,5.42078872455505
0,13,0,0,3.34316617517271
0,13,0,0,4.23529411781715
0,13,0,0,1.86989212156547
0,13,0,0,6.42541379693731
0,13,0,0,8.73670837240473
0,13,0,0,9.71472215857345
0,13,0,1,10.708049157777
0,13,0,1,10.3179785383506
0,12,0,0,3.43230088487152
0,12,0,1,3.72549019594372
1,12,0,1,3.58300443173369
0,12,0,1,4.72092094296519
0,12,0,1,3.62600362588339
0,12,0,1,3.58521787082862
0,12,0,1,4.04191151317545
0,12,0,1,5.859321146083
0,11,1,0,3.34773958987442
0,11,1,0,3.50877192977724
0,11,1,0,0.764105385646875
0,11,1,0,2.05806487018696
0,11,1,0,1.44825588614226
0,11,1,0,2.76117463615525
0,11,1,0,2.87935502438207
1,11,1,0,5.3841308126399
1,7,0,0,5.14509158240155
1,7,0,0,3.02267002522246
0,7,0,0,4.92067865992179
0,7,0,0,4.89336541208513
0,7,0,0,7.40000739992878
0,7,0,0,5.63063063049512
0,7,0,0,5.39042045299442
0,7,0,0,6.89000489930458
0,12,0,0,4.02252614639772
0,12,0,0,6.17283950586572
0,12,0,0,1.83946103784781
0,12,0,0,4.44625588203459
0,12,0,0,6.09412374136742
0,12,0,0,6.35930047693744
0,12,0,0,7.29352043609376
0,12,0,0,28.3085633400836
0,10,0,0,3.889915394469
0,10,0,0,3.96153846150616
0,10,0,0,4.69924812023192
1,10,0,0,6.31667602443421
0,10,0,0,8.40505648212111
0,10,0,0,7.79625779657982
0,10,0,0,5.90985729461952
1,10,0,0,11.1263404012486
0,15,0,0,3.42781551605294
1,15,0,0,3.23886639663174
0,15,0,0,4.7508882093123
0,15,0,1,5.10948905101682
0,15,0,1,6.61688908723926
0,15,0,1,7.88726469676882
0,15,0,1,7.95975547608777
0,15,0,1,9.7991180791153
0,12,0,0,3.44897203819187
0,12,0,0,3.69318181836082
1,12,0,0,5.11869689365762
0,12,0,0,4.73132583401185
0,12,0,0,5.94547153244638
0,12,0,1,7.10169629073608
0,12,0,1,8.50718529984387
0,12,0,1,9.18667319951575
1,14,1,0,7.1986639276614
1,14,1,0,10.924369747483
0,14,1,0,10.5513263405135
1,14,1,0,12.9649557247221
1,14,1,0,13.9541188576496
1,14,1,0,14.0487021675951
1,14,1,0,16.5562913900436
1,14,1,0,16.6564507095861
0,12,0,0,1.68242538440025
0,12,0,0,1.05955555556957
0,12,0,0,3.03807723461701
0,12,0,0,3.26115946090542
0,12,0,0,3.73655190973089
0,12,0,0,3.82457929617011
0,12,0,0,7.69608857636416
0,12,0,1,6.1433514192496
0,10,0,0,3.88138487811114
0,10,0,0,2.94736842114486
0,10,0,0,1.85192044141127
0,10,0,0,2.6774974873287
0,10,0,0,2.16309114604463
0,10,0,0,3.35156585153602
0,10,0,0,7.72626931571601
0,10,0,0,5.20189117620105
0,12,0,0,4.26913327694839
0,12,0,0,4.14328873533617
0,12,0,0,4.78438695059946
0,12,0,1,7.38543346360262
0,12,0,1,5.59986888122486
0,12,0,1,6.17668542937539
0,12,0,1,7.71255810132336
0,12,0,1,6.91077043553306
0,10,0,0,3.41139405623892
0,10,0,0,4.61538461556663
0,10,0,0,5.67279046682421
0,10,0,0,5.70554298258839
0,10,0,1,7.02289163821524
0,10,0,1,8.80688380716798
0,10,0,1,7.21684496542073
0,10,0,1,8.16593173254672
0,12,0,0,4.81681389182488
0,12,0,0,9.18727915225275
0,12,0,0,2.67572846703575
0,12,0,0,3.67721414251096
0,12,0,1,6.32851311614395
0,12,0,1,6.75675675663499
0,12,0,1,10.18848701009
0,12,0,1,11.7589416950095
0,15,1,0,6.91960082834062
0,15,1,0,7.69230769210342
0,15,1,0,7.22961249271904
0,15,1,0,7.54491858521278
0,15,1,1,8.74125874094021
0,15,1,1,8.12110187127282
0,15,1,1,4.84982273065016
0,15,1,1,3.21688219768582
0,11,0,0,3.25476514635491
0,11,0,0,2.59179265661376
0,11,0,0,4.00646376162785
0,11,0,1,4.34480361470784
0,11,0,1,6.88705234165674
0,11,0,1,7.72540350363541
0,11,0,1,6.57865883043368
0,11,0,1,8.26800587921548
0,16,0,0,3.81081424384246
0,16,0,0,9.09952606593431
0,16,0,0,7.37136960073564
0,16,0,0,7.81102701573246
0,16,0,0,6.51257139836498
0,16,0,1,7.46450214521171
0,16,0,1,7.63571753688193
0,16,0,1,8.98252490576255
0,13,0,0,8.34863917143246
0,13,0,0,1.92307692306411
0,13,0,0,4.86653527016242
0,13,0,0,3.80170316296258
0,13,0,0,6.82910839157483
0,13,0,0,2.14955146017433
0,13,0,0,4.66374405394066
0,13,0,0,7.65556099955018
0,11,0,0,1.29190620761493
0,11,0,0,0.283687943337371
1,11,0,1,4.69924812023192
1,11,0,1,4.9129702416241
1,11,0,1,5.24475524491023
1,11,0,1,4.87266112259797
0,11,0,0,4.93504839538662
1,11,0,1,4.59333659957389
0,11,0,0,3.28979833550663
0,11,0,0,4.82051282051136
0,11,0,0,8.73497416465082
0,11,0,0,6.41895609464179
0,11,0,0,7.66216982414746
0,11,0,0,8.4990651024492
0,11,0,0,8.97588012739451
0,11,0,0,7.97959503515731
0,14,0,0,4.96236870384588
0,14,0,0,3.96159676587751
0,14,0,0,3.85109114256933
0,14,0,0,3.37419088295854
0,14,0,0,3.50425627590351
0,14,0,0,4.50660548616745
0,14,0,0,4.60449648962592
0,14,0,0,5.4622227921417
0,13,0,0,8.42085923365336
0,13,0,0,7.40740740708365
0,13,0,0,8.6755349913153
0,13,0,0,7.2455989698308
0,13,0,0,8.66250866236554
0,13,0,0,9.4192705718132
0,13,0,0,10.18848701009
0,13,0,1,12.8273177631316
1,12,0,0,5.36078965271807
1,12,0,0,4.63999999982292
1,12,0,0,5.25955847072723
1,12,0,0,5.47445255473231
1,12,0,0,4.42132867137215
1,12,0,0,5.37672951451961
0,12,0,1,4.3877097323741
1,12,0,1,4.69762493587587
1,12,0,0,8.72191967318704
1,12,0,0,8.07692307695549
1,12,0,0,8.38598901058548
1,12,0,0,8.42223469965172
1,12,0,0,8.40505648212111
1,12,0,0,8.12110187127282
1,12,0,1,7.95975547608777
0,12,0,1,7.65556099955018
1,14,0,0,2.53919291287414
0,14,0,0,7.08860759520485
0,14,0,0,5.69280343737414
0,14,0,0,6.53665976695623
0,14,0,0,12.551551012563
0,14,0,0,31.4803439791424
0,14,0,0,17.5095913651825
0,14,0,0,20.4148293318944
0,12,0,0,5.53097345119435
0,12,0,1,4.9999999998295
0,12,0,1,4.91613649510787
0,12,0,1,4.9129702416241
1,12,0,1,5.43073947328931
1,12,0,1,6.49688149711057
1,12,0,1,6.3678043809607
1,12,0,1,7.04311611986121
1,12,1,1,7.8710006803668
1,12,1,1,7.69230769210342
1,12,1,1,9.03701561577039
1,12,1,1,7.89584503122015
